pos,B1,B1_sdev,multi,multi_sdev,Bnom,Bnom_sdev
50.0,-39.13999938964844,0.0,51.84000015258789,0.0,-41.10919189453125,0.0
55.0,-39.369998931884766,0.0,51.84700012207031,0.0,-41.11474609375,0.0
60.0,-39.54999923706055,0.0,51.85200119018555,0.0,-41.11871337890625,0.0
65.0,-39.68000030517578,0.0,51.856998443603516,0.0,-41.122676849365234,0.0
70.0,-39.790000915527344,0.0,51.861000061035156,0.0,-41.1258544921875,0.0
75.0,-39.86000061035156,0.0,51.86600112915039,0.0,-41.12982177734375,0.0
80.0,-39.90999984741211,0.0,51.86899948120117,0.0,-41.1322021484375,0.0
85.0,-39.939998626708984,0.0,51.87200164794922,0.0,-41.13458251953125,0.0
90.0,-39.959999084472656,0.0,51.875999450683594,0.0,-41.13775634765625,0.0
95.0,-39.959999084472656,0.0,51.87799835205078,0.0,-41.139339447021484,0.0
100.0,-39.94300079345703,0.004999999888241291,51.88199996948242,0.0,-41.14251708984375,0.0
105.0,-39.91999816894531,0.0,51.887001037597656,0.0,-41.146484375,0.0
110.0,-39.88800048828125,0.004000000189989805,51.891998291015625,0.0,-41.150447845458984,0.0
115.0,-39.84000015258789,0.0,51.895999908447266,0.0,-41.15362548828125,0.0
120.0,-39.790000915527344,0.0,51.89899826049805,0.0,-41.156002044677734,0.0
125.0,-39.75,0.0,51.902000427246094,0.0,-41.15838623046875,0.0
130.0,-39.75,0.0,51.904998779296875,0.0,-41.160762786865234,0.0
132.0,-39.77000045776367,0.0,51.90700149536133,0.0,-41.162353515625,0.0
134.0,-39.79999923706055,0.0,51.90800094604492,0.0,-41.16314697265625,0.0
136.0,-39.849998474121094,0.0,51.90999984741211,0.0,-41.164730072021484,0.0
138.0,-39.893001556396484,0.004999999888241291,51.9119987487793,0.0,-41.166316986083984,0.0
140.0,-39.94499969482422,0.004999999888241291,51.91400146484375,0.0,-41.16790771484375,0.0
142.0,-40.0,0.0,51.91600036621094,0.0,-41.169490814208984,0.0
145.0,-40.099998474121094,0.0,51.91899871826172,0.0,-41.171871185302734,0.0
148.0,-40.18000030517578,0.0,51.91999816894531,0.0,-41.172664642333984,0.0
150.0,-40.22999954223633,0.0,51.92100143432617,0.0,-41.1734619140625,0.0
152.0,-40.26900100708008,0.003000000026077032,51.92300033569336,0.0,-41.175045013427734,0.0
155.0,-40.305999755859375,0.004999999888241291,51.92499923706055,0.0,-41.176631927490234,0.0
158.0,-40.321998596191406,0.004000000189989805,51.92599868774414,0.0,-41.177425384521484,0.0
160.0,-40.33000183105469,0.0,51.926998138427734,0.0,-41.178218841552734,0.0
165.0,-40.31999969482422,0.0,51.92900085449219,0.0,-41.179805755615234,0.0
170.0,-40.297000885009766,0.004999999888241291,51.930999755859375,0.0,-41.181392669677734,0.0
175.0,-40.263999938964844,0.004999999888241291,51.930999755859375,0.0,-41.181392669677734,0.0
180.0,-40.22999954223633,0.0,51.93199920654297,0.0,-41.182186126708984,0.0
185.0,-40.20000076293945,0.0,51.93299865722656,0.0,-41.182979583740234,0.0
190.0,-40.16999816894531,0.0,51.933998107910156,0.0,-41.183773040771484,0.0
195.0,-40.130001068115234,0.0,51.935001373291016,0.0,-41.1845703125,0.0
200.0,-40.09000015258789,0.0,51.935001373291016,0.0,-41.1845703125,0.0
205.0,-40.040000915527344,0.0,51.93600082397461,0.0,-41.185359954833984,0.0
210.0,-39.970001220703125,0.0,51.93600082397461,0.0,-41.185359954833984,0.0
215.0,-39.869998931884766,0.0,51.93600082397461,0.0,-41.185359954833984,0.0
220.0,-39.7599983215332,0.0,51.935001373291016,0.0,-41.1845703125,0.0
225.0,-39.619998931884766,0.0,51.933998107910156,0.0,-41.183773040771484,0.0
230.0,-39.439998626708984,0.0,51.933998107910156,0.0,-41.183773040771484,0.0
